customer_tweet_id,customer_text,raw_customer_text,support_tweet_id,support_text,support_author_id,brand,intent
645,That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,647,@115835 You can also request a call back here Martin https://t.co/zH8UlhTGcc ^KM,AmazonHelp,AmazonHelp,delivery_or_delay
646,. Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,644,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY,AmazonHelp,AmazonHelp,delivery_or_delay
649,"In response to your packing video, this packaging was for a 2ft washing line pole","In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",648,@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL,AmazonHelp,AmazonHelp,other
651,"I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?","@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?",653,"@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL",AmazonHelp,AmazonHelp,other
654,Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,655,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,AmazonHelp,AmazonHelp,other
652,Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,650,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,AmazonHelp,AmazonHelp,delivery_or_delay
657,"Already handled, just venting. It was a pretty big bummer.","@AmazonHelp Already handled, just venting. It was a pretty big bummer.",656,@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,AmazonHelp,AmazonHelp,other
659,", it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin…","@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",658,@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,AmazonHelp,AmazonHelp,other
664,"delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge","@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",663,"@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B
We're unable to view order details via Twitter. ^KL",AmazonHelp,AmazonHelp,delivery_or_delay
667,"Anna Inspired in idea lab at school to be package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna.","Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",665,@115843 You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC,AmazonHelp,AmazonHelp,delivery_or_delay
670,They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,668,@115844 Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: https://t.co/JzP7hlA23B &amp; we'll be glad to help! ^FR,AmazonHelp,AmazonHelp,other
676,Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,675,@115846 That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: https://t.co/hApLpMlfHN ^BN,AmazonHelp,AmazonHelp,delivery_or_delay
685,Details sent. Please check.,@AmazonHelp Details sent. Please check.,687,@115849 Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB,AmazonHelp,AmazonHelp,other
686,Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated & new status will be provided in 1 day!,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,684,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,AmazonHelp,AmazonHelp,other
690,Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,689,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,AmazonHelp,AmazonHelp,delivery_or_delay
693,since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,692,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,AmazonHelp,AmazonHelp,other
695,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,694,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,AmazonHelp,AmazonHelp,delivery_or_delay
1693,but I can’t find the options to cancel or re-order?,@AmazonHelp but I can’t find the options to cancel or re-order?,1696,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,AmazonHelp,AmazonHelp,other
1695,my order hasn’t arrived (it was due 14th October). Can you help?,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,1692,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,AmazonHelp,AmazonHelp,other
1698,Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,1700,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,AmazonHelp,AmazonHelp,payment_or_billing
1701,You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,1704,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH,AmazonHelp,AmazonHelp,account_or_access
1699,I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund?,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,1697,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,AmazonHelp,AmazonHelp,refund_or_compensation
1706,"I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.","@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",1705,@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,AmazonHelp,AmazonHelp,account_or_access
1710,where can I chat with a support member for a false charge,@AmazonHelp where can I chat with a support member for a false charge,1709,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,AmazonHelp,AmazonHelp,payment_or_billing
1713,if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,1711,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,AmazonHelp,AmazonHelp,other
1715,Seriously ? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,1714,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,AmazonHelp,AmazonHelp,delivery_or_delay
1717,"My package just got here. All good, thank you!","@AmazonHelp My package just got here. All good, thank you!",1719,"@116087 Thank you for keeping us posted, Rachael! ^BA",AmazonHelp,AmazonHelp,delivery_or_delay
1718,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.","I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",1716,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,AmazonHelp,AmazonHelp,other
1721,Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,1723,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",AmazonHelp,AmazonHelp,other
1724,Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,1725,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,AmazonHelp,AmazonHelp,other
1726,Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 preorder info is in description. Thanks for help,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,1727,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,AmazonHelp,AmazonHelp,other
1722,"Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.",1720,"@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",AmazonHelp,AmazonHelp,complaint_or_feedback
1735,"Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1737,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",AmazonHelp,AmazonHelp,other
1736,Two fake items in one day. Time to cancel my Amazon Prime membership.,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,1734,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,AmazonHelp,AmazonHelp,other
1740,I have. No luck.,@AmazonHelp I have. No luck.,1742,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,AmazonHelp,AmazonHelp,other
1741,please spend time & money to fix your app. Constant issues with it.,@115821 please spend time &amp; money to fix your app. Constant issues with it.,1739,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",AmazonHelp,AmazonHelp,other
1744,It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,1746,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,AmazonHelp,AmazonHelp,other
1745,My Kindle not working properly is breaking my heart! 😩💔,My Kindle not working properly is breaking my heart! 😩💔,1743,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ",AmazonHelp,AmazonHelp,technical_issue
1748,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!!,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,1747,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",AmazonHelp,AmazonHelp,delivery_or_delay
1752,Truly. This is the strangest vampire book I’ve ever received. 😜 cc #misship,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,1750,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,AmazonHelp,AmazonHelp,other
2543,"Just now, don't use Amazon much so didn't know the process if you don't receive an item","@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",2545,"@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",AmazonHelp,AmazonHelp,other
2544,Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,2542,@116314 How long has it been since you've e-mailed the seller? ^TR,AmazonHelp,AmazonHelp,other
2547,Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,2546,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,AmazonHelp,AmazonHelp,delivery_or_delay
2549,"Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks","@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",2548,@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,AmazonHelp,AmazonHelp,delivery_or_delay
2551,"I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",2550,"@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS",AmazonHelp,AmazonHelp,other
2553,"Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?",2552,"@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",AmazonHelp,AmazonHelp,other
2555,I allowed it well past 8 PM. I was never notified about any other delays,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,2557,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,AmazonHelp,AmazonHelp,delivery_or_delay
2556,"I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",2554,"@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",AmazonHelp,AmazonHelp,delivery_or_delay
2559,"hello, I’m having an issue with a same day ship order. Can you help me?","@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",2558,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,AmazonHelp,AmazonHelp,other
2561,Erm I bought this item for £5.99... why am I only getting £1.67 back?!,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,2560,"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC",AmazonHelp,AmazonHelp,other
2568,"Hey , why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?",2566,"@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",AmazonHelp,AmazonHelp,delivery_or_delay
2570,"yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",2569,"@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA",AmazonHelp,AmazonHelp,refund_or_compensation
2572,i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,2571,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,AmazonHelp,AmazonHelp,refund_or_compensation
2574,and redund issued on 13th no sing of my money and amazonuk just saying its in the billing department.no signof devlp,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,2573,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,AmazonHelp,AmazonHelp,payment_or_billing
2577,amazonuk took money without any they are not giving it back nor giving clear statement of my refund proces,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces,2575,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG",AmazonHelp,AmazonHelp,refund_or_compensation
2581,"I've been in the prime queue, kindle queue, the echo queue, and now on hold again.","@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",2582,@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH,AmazonHelp,AmazonHelp,technical_issue
2580,the queue is clueless on Amazon Household,the @amazonhelp queue is clueless on Amazon Household,2578,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",AmazonHelp,AmazonHelp,other
2584,Well ok but said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,2583,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE,AmazonHelp,AmazonHelp,delivery_or_delay
2586,not dlvd after 1 wk. U lied 2 saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,2585,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,AmazonHelp,AmazonHelp,other
2591,No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,2587,"@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN

Please keep us updated. ^FJ",AmazonHelp,AmazonHelp,delivery_or_delay
2594,Want to speak to someone at corp to address these issues.,@AmazonHelp Want to speak to someone at corp to address these issues.,2592,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,AmazonHelp,AmazonHelp,other
2598,Multiple calls to call amazon call center with zero resolution and never a promised call back.,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.,2595,@116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG,AmazonHelp,AmazonHelp,other
2602,Rapidly losing faith in and their #esl CS ability to solve problems. No resolutions or follow ups.,Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.,2599,"@116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH",AmazonHelp,AmazonHelp,other
3655,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying","just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830",3654,"@116586 Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: https://t.co/wRa3FyXyBb ^KI",AmazonHelp,AmazonHelp,delivery_or_delay
3724,There was only one costing a lot more than £20 and FBA -stating eligibility !,@AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !,3722,"@116610 We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC",AmazonHelp,AmazonHelp,other
3726,Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,3725,@116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB,AmazonHelp,AmazonHelp,delivery_or_delay
3729,i reset my password 3 times and it still says incorrect you gotta be shitting me,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me,3727,@116611 I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk ^LA,AmazonHelp,AmazonHelp,account_or_access
3732,I can’t log in because it’s locked.,@AmazonHelp I can’t log in because it’s locked.,3734,"@116612 The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time! ^VB",AmazonHelp,AmazonHelp,account_or_access
3736,Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,3738,"@116613 Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß ^DS",AmazonHelp,AmazonHelp,other
3737,Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,3735,@116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS,AmazonHelp,AmazonHelp,other
3740,"na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?","@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",3739,@116614 Olá Georgiano. Sinto muito em saber disso. Por favor entre em contato com o nosso SAC no seguinte link: https://t.co/ouAOLcNWp4 ^JJ,AmazonHelp,AmazonHelp,other
3742,Thanks for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out.,Thanks @116090 for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out. https://t.co/1tVEv5DZuM,3741,"@116615 Not what we like to hear at all, Ramya! Was this shipped by us or a seller? You can check here: https://t.co/PyACxvY8Qo ^BL",AmazonHelp,AmazonHelp,other
3744,infórmese... no voy a perder más mi tiempo...,@AmazonHelp infórmese... no voy a perder más mi tiempo...,3743,@116616 ¿Puedes explicarnos bien el inconveniente  y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd  ^JJ,AmazonHelp,AmazonHelp,other
3748,"Many times, but still failing, and it happen with some show","@AmazonHelp Many times, but still failing, and it happen with some show",3750,@116617 Is this still ongoing? What devices are you using? ^AN,AmazonHelp,AmazonHelp,other
3753,"Mac book pro, with Chrome","@AmazonHelp Mac book pro, with Chrome",3754,@116617 In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards ^DW,AmazonHelp,AmazonHelp,other
3756,"I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?","@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",3757,@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,AmazonHelp,AmazonHelp,other
3749,why your videos on Germany breaks too?,@116618 why your videos on Germany breaks too?,3747,@116617 Have you already tried a restart? Kind regards ^NW,AmazonHelp,AmazonHelp,other
